train/test,log type,severity,class,text,Reference,label_4class,label_node,label_job,label_total,masked_text
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 80, pid=[PIDNUM], Channel ID [kNUM] intr0 [kNUM]",,0,1,1,1,ID 80 NUM channel NUM intr0 NUM
test,syslog,3,file system,mmsysmon: [E] Event raised: The file system gpfs.sr06 was forced (forced) to unmount.,,0,1,1,1,event gpfs sr06 forced forced unmount
train,DELL LC ,2,"voltage, current",CPU arg1 arg2 voltage is outside of range.,,0,1,1,1,ARG ARG
train,syslog,3,"bios, firmware, driver","Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: Unable to process the event: An OEM diagnostic event occurred. Date and time of event: Sat Apr 23 06:56:15 2022.",,0,1,1,1,administrator NUM instrumentation severity warning category health messageid sys105 message event an oem diagnostic event date and time event sat apr 23 06 56 15 2022
train,DELL LC ,3,board,DMA controller failed.,,0,1,1,1,dma
train,syslog,3,file system,kernel: XFS (md[NUM]:) Unable to update superblock counters. Freespace may not be correct [path] mount.,,0,1,1,1,xfs md NUM update superblock counters freespace may correct PATH
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:84:00): 48, pid=13803, An uncorrectable ECC error has been detected on GPU in GPC6 GCC",,0,1,1,1,48 13803 an uncorrectable ecc been gpc6 gcc
train,DELL LC ,2,"voltage, current",An output under current fault detected on power supply arg1 .,,0,1,1,1,an output under ARG
train,DELL LC ,2,cpu,Uncorrectable Machine Check Exception detected on CPU arg1 .,,0,1,1,1,uncorrectable machine check ARG
train,DELL LC ,2,power,The system is halted because of insufficient power.,,0,1,1,1,halted
train,DELL LC ,3,storage,Bad block sense error from arg1,,0,1,1,1,bad sense from ARG
train,DELL LC ,3,nic,The Multi-Chassis Management (MCM) lead chassis is unable to communicate with the backup chassis arg1 because of network issues.,,0,1,1,1,multi mcm lead backup ARG issues
train,DELL LC ,3,"bmc, management module",Unable to allocated required CMC resources.,,0,1,1,1,allocated required resources
test,DELL LC ,2,board,CMOS failed.,,0,1,1,1,cmos
train,syslog,2,os,abrt-dump-journal-oops: Reported 1 kernel oopses to Abrt,,0,1,1,1,journal reported oopses
train,syslog,3,service,systemd: openib[eth ID].service: Failed with result 'exit-code'.,,0,1,1,1,openib NETIF
train,DELL LC ,3,"bus, io module, pci",Unable to connect to the device over arg1 because a connection error occurred.,,0,1,1,1,ARG
train,syslog,3,file system,mmsysmon: [E] Event raised: The IBM Spectrum Scale service process is unresponsive [path] node. Normal operation be done.,,0,1,1,1,event ibm spectrum scale unresponsive PATH normal operation done
test,syslog,3,file system,kernel: LNetError: LOG ID:(o2iblnd.c:[kNUM]:kiblnd_dev_failover()) Failed to bind ens[eth ID]:[ip] to device([NUM]b): -19,,0,1,1,1,lneterror o2iblnd c NUM kiblnd dev failover bind ens NETIF ADDR NUM b 19
test,DELL LC ,2,fan,The arg1 sensor detected an error with a value of arg2 RPM.,,0,1,1,1,ARG an value ARG
test,syslog,3,"bios, firmware, driver",kernel: nv_peer_mem: Unknown symbol nvidia_p2p_dma_map_pages (err -22),,0,1,1,1,peer unknown symbol p2p dma map pages err 22
train,syslog,3,file system,"mmfs: Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]: reason 46 Failure reason failed for gpfs.sr06 after daemon",,0,1,1,1,phoenix ID tag ID reason 46 reason for gpfs sr06 after daemon
train,HPE IML,3,storage,A write error occurred on the Flash Media in Slot%1 of a USB storage device attached to thesystem,,0,1,1,1,write flash media usb attached thesystem
train,syslog,3,storage,kernel: megaraid_sas [device id]: megasas_disable_intr_fusion called outbound_intr_mask:0x[kNUM],,0,1,1,1,megaraid ID megasas disable intr fusion called outbound intr mask NUM
test,DELL LC ,2,"bus, io module, pci",An over-temperature event detected on I/O module arg1 .,,0,1,1,1,an event i o ARG
test,syslog,3,storage,"kernel: nvme nvme1: Device not ready; aborting initialisation, CSTS=[ADDR]",,0,1,1,1,nvme nvme1 ready aborting initialisation csts ADDR
train,DELL LC ,3,board,The system performance degraded because of thermal protection.,,0,1,1,1,performance degraded protection
train,syslog,3,"bios, firmware, driver",kernel: nv_peer_mem: Unknown symbol nvidia_p2p_dma_unmap_pages (err -22),,0,1,1,1,peer unknown symbol p2p dma unmap pages err 22
test,syslog,3,file system,"kernel: nfs: server [ip] not responding, timed out",,0,1,1,1,nfs ADDR timed out
train,syslog,3,file system,mmfs: [E] Timed out in [SEC] seconds waiting for a commMsgCheckMessages reply from node [ip] [agpu NODE ID]. Sending expel message.,,0,1,1,1,timed out NUM seconds waiting for commmsgcheckmessages reply from ADDR agpu sending expel message
train,DELL LC ,2,board,Unable to turn on the server arg1 because of an inconsistency between the chassis and server components.,,0,1,1,1,turn ARG an inconsistency between and components
test,syslog,3,file system,"kernel: LustreError: LOG ID:(osc_cache.c:962:osc_extent_wait()) extent [ID]@{[0 -> [kNUM][path]], [3|0|+|rpc|wiY|[ID]], [[kNUM]|[kNUM]|+|-|[ID]|[kNUM]|[ID]]} lsr05-OST[kNUM]osc-[ID]: wait ext to 0 timedout, recovery in progress?",,0,1,1,1,osc c 962 osc extent wait extent ID 0 NUM PATH 0 rpc wiy ID NUM NUM ID NUM ID lsr05 ost NUM osc ID wait ext 0 timedout recovery progress
train,DELL LC ,3,"setting, config",The system has detected a storage backplane that is not supported in this system or configuration. The backplanes functionality may be degraded or disabled.,,0,1,1,1,supported this backplanes functionality may degraded disabled
test,DELL LC ,2,"voltage, current",The arg1 voltage is outside of range.,,0,1,1,1,ARG
train,syslog,3,"bios, firmware, driver",kernel: nvidia_exit_module+[ADDR][path] [nvidia],,0,1,1,1,ADDR PATH
train,HPE IML,3,memory,DIMM Initialization Error: Processor %1 %2,,0,1,1,1,__EMPTY_MASKED__
train,syslog,3,file system,mmsysmon: [E] Event raised: Reconnect to [ip] [agpu NODE ID] <c0n[interface ID]> failed,,0,1,1,1,event ADDR agpu NETIF
train,DELL LC ,3,memory,The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 is unable to restore the data that was saved in the previous save operation.,,0,1,1,1,non volatile line ARG restore data saved previous save operation
train,syslog,3,os,gdm: Child process -25089 was already dead.,"https://bugzilla.redhat.com/show_bug.cgi?id=1292440, https://groups.google.com/g/linux.debian.bugs.dist/c/iJ5SiRHRGlo",0,1,1,1,gdm child 25089 already dead
train,DELL LC ,2,"bios, firmware, driver",System BIOS has halted due to Non-Maskable Interrupt (NMI).,,0,1,1,1,halted due non maskable interrupt nmi
train,DELL LC ,3,"bus, io module, pci",A PCIe link training failure is observed in arg1 and the link is disabled. The system has halted.,,0,1,1,1,training observed ARG and disabled halted
train,syslog,2,power,"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: PSU0908, Message: Power lost [path] unit PS1 Status.",,0,1,1,1,administrator NUM instrumentation severity category health messageid psu0908 message lost PATH ps1
test,HPE IML,2,fan,"System Fan Removed (Fan %1, Location %2)",,0,1,1,1,__EMPTY_MASKED__
train,syslog,3,switch,nv-fabricmanager: a fatal error occurred [path] port(s) 10 11 32 33 [path] physical id: 11 pci bus id: 00000000:AC:00.0 and requires corresponding ports reset to recover.,,0,1,1,1,fabricmanager PATH s 10 11 32 33 PATH physical 11 00000000 ac 0 and requires corresponding ports recover
train,DELL LC ,2,battery,The arg1 battery is absent.,,0,1,1,1,ARG
train,DELL LC ,3,storage,Drive arg1 is in the failed array.,,0,1,1,1,ARG
train,HPE IML,3,storage,Slot %1 Drive Array Controller - Memory Error(s)Occurred during controller cache self-test,,0,1,1,1,s during self test
train,DELL LC ,3,"bus, io module, pci",A bus time-out was detected on a component at slot arg1 .,,0,1,1,1,time out ARG
train,syslog,3,file system,kernel: LustreError: LOG ID:(file.c:[kNUM]:ll_inode_revalidate_fini()) lscr21: revalidate FID [0x[kNUM]:[ADDR]:[ADDR]] error: rc = -4,https://wiki.lustre.org/Lustre_2.12.0_Changelog,0,1,1,1,c NUM ll inode revalidate fini lscr21 revalidate fid NUM ADDR ADDR rc 4
test,syslog,3,switch,kernel: mlx5_core [device id]: Event logged [IO_PAGE_FAULT domain=0x[kNUM] address=[ADDR] flags=0x[kNUM]],https://forums.developer.nvidia.com/t/mlx5-core-will-cause-a-leak-of-a-command-resource/226808,0,1,1,1,mlx5 ID event logged domain NUM address ADDR flags NUM
train,syslog,3,file system,mmsysmon: [E] Event raised: Found stale mounts for gpfs.sr06,,0,1,1,1,event found stale mounts for gpfs sr06
train,DELL LC ,2,os,Failed to boot.,,0,1,1,1,boot
train,DELL LC ,2,"bios, firmware, driver",SuperIO failed.,,0,1,1,1,superio
train,DELL LC ,3,storage,The peripheral sled in slot arg1 initialization is not complete.,,0,1,1,1,peripheral sled ARG complete
train,syslog,3,file system,kernel: LustreError: LOG ID:(mdc_request.c:667:mdc_replay_open()) @@@ Can't properly replay without open data. req@[ID] x[ID][path]([NUM]) o[kNUM]>lsr05-MDT[kNUM]mdc-[ID]@[ip]@o2ib:12[path] lens 592[path] e 0 to 0 dl [kNUM] ref 3 fl Interpret:RP[path] rc 301[path],,0,1,1,1,mdc request c 667 mdc replay can t properly replay without data req ID x ID PATH o NUM lsr05 mdt NUM mdc ID ADDR o2ib 12 PATH lens 592 PATH 0 0 dl NUM ref fl interpret rp PATH rc 301 PATH
train,DELL LC ,3,fan,Fan arg1 is disabled.,,0,1,1,1,ARG disabled
train,syslog,3,"bios, firmware, driver",kernel: NVRM: The NVIDIA probe routine was not called for 8 device(s).,,0,1,1,1,probe routine called for 8 s
train,HPE IML,3,storage,Drive array error,,0,1,1,1,__EMPTY_MASKED__
test,syslog,3,storage,"kernel: Buffer I/O error on dev nvme1n1, logical block 0, async page read",https://forums.debian.net/viewtopic.php?p=738192,0,1,1,1,buffer i o dev nvme1n1 logical 0 async read
train,DELL LC ,3,board,The storage adapter is absent.,,0,1,1,1,adapter
train,DELL LC ,3,storage,The NVRAM has corrupted data on arg1 .,,0,1,1,1,nvram corrupted data ARG
train,HPE IML,3,memory,"NVDIMM Error: Processor %1, DIMM %2.NVDIMM set for interleaving disabled but systemconfigured for interleaving enabled. AllNVDIMMs on Processor %3 are disabled.",,0,1,1,1,set for interleaving disabled but systemconfigured for interleaving enabled allnvdimms disabled
train,DELL LC ,2,board,Backplane arg1 arg2 cable is disconnected.,,0,1,1,1,ARG ARG disconnected
test,syslog,3,file system,mmsysmon: [E] Event raised: The local file system with the mount point / used for [path] reached a nearly exhausted level with under [NUM] MB free space.,,0,1,1,1,event local point used for PATH reached nearly exhausted level under NUM mb free space
train,HPE IML,3,storage,Slot %1 Smart Array - Controller failure. %2,,0,1,1,1,__EMPTY_MASKED__
train,syslog,3,file system,mmsysmon: [E] Event raised: Found stale mounts for gpfs.ml3,,0,1,1,1,event found stale mounts for gpfs ml3
train,syslog,3,file system,mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]>:[0] (Connection by peer). Attempting reconnect.,,0,1,1,1,ADDR sth NETIF 0 by peer attempting
train,HPE IML,3,storage,Lost data in the write back cache,,0,1,1,1,lost data write back
train,DELL LC ,3,power,Chassis Management Controller (CMC) is unable to allocate power to one or more PCIe adapters in the Chassis Infrastructure component.,,0,1,1,1,allocate one more adapters infrastructure
test,syslog,3,"bios, firmware, driver",kernel: acpi PNP[kNUM]:00: _OSC: platform does not support [SHPCHotplug AER LTR DPC],https://bbs.archlinux.org/viewtopic.php?id=257499,0,1,1,1,acpi pnp NUM osc platform does support shpchotplug aer ltr dpc
train,HPE IML,3,storage,Slot %1 Smart Array: Storage enclosure problemdetected: %2. %3,,0,1,1,1,enclosure problemdetected
train,DELL LC ,3,memory,The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 is not responding.,,0,1,1,1,non volatile line ARG
train,syslog,3,"resource management, scheduler",kernel: [PID](gpu_burn) over core_pipe_limit,,0,1,1,1,burn
train,syslog,3,file system,"kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_check_txs_locked()) Timed out tx: active_txs, [SEC] seconds",,0,1,1,1,lneterror o2iblnd NUM NUM kiblnd check txs locked timed out tx active txs NUM seconds
train,syslog,3,os,grub2-set-bootflag: Error canonicalizing [path] filename: No such file or directory,,0,1,1,1,grub2 set bootflag canonicalizing PATH filename
train,syslog,3,file system,kernel: LustreError: [kNUM]: lscr21-OST[kNUM]osc-[ID]: operation to node [ip]@o2ib[eth ID] failed: rc = -16,,0,1,1,1,NUM lscr21 ost NUM osc ID operation ADDR o2ib NETIF rc 16
train,syslog,3,cpu,kernel: Kernel panic - not syncing: RCU Stall,https://access.redhat.com/solutions/5534961,0,1,1,1,panic syncing rcu stall
train,DELL LC ,3,power,Unable to turn on the sled in the sled slot arg1 because of insufficient power.,,0,1,1,1,turn sled sled ARG
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:c9:00): 45, pid=2364065, Ch 0000000e",,0,1,1,1,c9 45 2364065 0000000e
train,syslog,3,file system,mmfs: [E] VERBS RDMA closed connection [ip] ([sth NODE ID]) [path] port [NUM] fabnum [NUM] index [IDX]0 [cookie ID] RDMA send error IBV_WC_RETRY_EXC_ERR,,0,1,1,1,verbs rdma closed ADDR sth PATH NUM fabnum NUM index NUM 0 ID rdma send ibv wc retry exc err
train,syslog,3,file system,"kernel: LustreError: LOG ID:(mgc_request.c:249:do_config_log_add()) MGC[ip]@o2ib: failed processing log, type 1: rc = -5",,0,1,1,1,mgc request c 249 do config add mgc ADDR o2ib processing rc 5
train,syslog,3,file system,kernel: LustreError: LOG ID:(vvp_io.c:[kNUM]:vvp_io_init()) lsr05: refresh file layout [0x[kNUM]:0x[kNUM]:[ADDR]] error -4.,,0,1,1,1,vvp c NUM vvp init lsr05 refresh layout NUM NUM ADDR 4
train,syslog,3,switch,kernel: NVSwitch: assertion,,0,1,1,1,assertion
train,DELL LC ,3,memory,"The memory Built-In Self-test (BIST) has detected one or more errors on the DIMM installed on memory slot: arg1 . As a result, the corresponding DIMM has been disabled.",,0,1,1,1,built self test bist one more errors installed ARG as corresponding been disabled
test,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_GCC faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_READ",,0,1,1,1,ID 31 NUM NUM intr NUM mmu gpcclient gcc faulted NUM NUM pde access virt read
train,HPE IML,2,fan,"Fan failure (Fan %1, Location %2)",,0,1,1,1,__EMPTY_MASKED__
train,DELL LC ,2,power,Power state change failed on arg1 . (from arg2 to arg3 ),,0,1,1,1,state change ARG from ARG ARG
train,DELL LC ,3,board,Chassis intrusion sensor may have failed.,,0,1,1,1,intrusion may have
train,DELL LC ,3,battery,The storage battery has failed.,,0,1,1,1,__EMPTY_MASKED__
test,DELL LC ,3,"bmc, management module",Unable to initialize iDRAC because of some critical issues.,,0,1,1,1,initialize some issues
test,syslog,3,os,"dracut: dracut module 'resume' will not be installed, because it's in the list to be omitted!",,0,1,1,1,resume will installed it s list omitted
train,DELL LC ,3,memory,The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 cannot be configured to save data during a power loss because of an issue in the NVDIMM.,,0,1,1,1,non volatile line ARG configured save data during loss an issue
train,syslog,3,service,"systemd: nv_peer_mem[SEC]service: Control process exited, code=exited status=1",,0,1,1,1,peer NUM control
train,DELL LC ,2,os,A soft shut-down initiated by platform event filter.,,0,1,1,1,soft shut initiated by platform event filter
train,DELL LC ,2,power,The Power Supply Unit (PSU) arg1 is turned off because it is not compatible with the other PSUs used in the Chassis.,,0,1,1,1,psu ARG turned off it compatible other psus used
test,syslog,3,gpu,kernel: NVRM: GPU [device id]: Device is currently unavailable,,0,1,1,1,ID currently unavailable
train,DELL LC ,2,battery,A CMOS battery loss is detected resulting in an invalid BIOS configuration.,,0,1,1,1,cmos loss an invalid
train,DELL LC ,2,battery,The system board battery has failed.,,0,1,1,1,__EMPTY_MASKED__
train,HPE IML,2,"bus, io module, pci",Temperature exceeded on PCIe disk %1.,,0,1,1,1,exceeded disk
test,DELL LC ,2,cpu,CPU bus parity error detected.,,0,1,1,1,parity
test,syslog,3,file system,mmfs: [E] VERBS RDMA closed connection [ip] ([sth NODE ID]) [path] port [NUM] fabnum [NUM] sl 0 index [IDX]0 [cookie ID] error 733,,0,1,1,1,verbs rdma closed ADDR sth PATH NUM fabnum NUM sl 0 index NUM 0 ID 733
test,syslog,3,"bios, firmware, driver","openib[eth ID]: Module ib_umad belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",https://kb.brightcomputing.com/knowledge-base/my-mellanox-infiniband-kernel-modules-are-failing-to-load-with-the-5-0-version-of-the-mellanox-ofed/,0,1,1,1,openib NETIF ib umad belong modules which part mlnx ofed 60g 31mfailed 0
train,syslog,3,file system,pulseaudio: E: [pulseaudio] module-protocol-stub.c: Failed to create socket directory '[path]': no space left on device,,0,1,1,1,pulseaudio pulseaudio protocol stub c create socket PATH space left
