text,class,train/test,top_attention_words,masked_text_attention
"kernel: nvidia-nvswitch2: SXid (PCI:[device id]): 20034, Data {0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM]}",switch,train,['kernel:'],"nvidia-nvswitch2: SXid (PCI:[device id]): 20034, Data {0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM]}"
pmlogger_check: mktemp: failed to create directory via template ??path]?? no space left on device,file system,train,"['mktemp:', 'pmlogger_check:']",failed to create directory via template ??path]?? no space left on device
Remote host is not reachable or connection is interrupted.,nic,train,['interrupted.'],Remote host is not reachable or connection is
"DIMM Initialization Error - Processor %1 DIMM%2. The identified processor and memory failedto initialize properly. %3 (Major Code:%4, MinorCode:%5).",memory,train,['memory'],"DIMM Initialization Error - Processor %1 DIMM%2. The identified processor and failedto initialize properly. %3 (Major Code:%4, MinorCode:%5)."
mmfs: [E] Close connection [ip] [stnfs NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.,file system,train,"['mmfs:', '[E]']",Close connection [ip] [stnfs NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.
The CMC arg1 has reset because the thermal threshold was exceeded.,"bmc, management module",train,"['CMC', 'reset']",The arg1 has because the thermal threshold was exceeded.
"openib[eth ID]: Module ib_ipoib belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",train,"['ID]:', 'kernel-modules']","openib[eth Module ib_ipoib belong to which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
The memory module arg1 voltage is outside of range.,"voltage, current",train,['voltage'],The memory module arg1 is outside of range.
Slot %1 Error: Rx/Tx is disabled on this device,storage,train,['Slot'],%1 Error: Rx/Tx is disabled on this device
Drive array cache module critical error,storage,train,['Drive'],array cache module critical error
Correctable Memory Error Threshold exceeded,memory,train,['Memory'],Correctable Error Threshold exceeded
"kernel: ipmi_si IPI[kNUM]:00: The BMC does not support clearing the recv irq bit, compensating, but the BMC needs to be fixed.","bmc, management module",train,"['ipmi_si', 'kernel:']","IPI[kNUM]:00: The BMC does not support clearing the recv irq bit, compensating, but the BMC needs to be fixed."
"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics Exception: ChID [kNUM], Class [kNUM], Offset [kNUM], Data [kNUM]",gpu,train,"['kernel:', 'NVRM:']","Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics Exception: ChID [kNUM], Class [kNUM], Offset [kNUM], Data [kNUM]"
Power supply arg1 is incorrectly configured.,power,test,['Power'],supply arg1 is incorrectly configured.
"Memory is detected, but is not configurable.","bios, firmware, driver",train,['Memory'],"is detected, but is not configurable."
Timer refresh failed.,board,test,['Timer'],refresh failed.
"kernel: NVRM: Xid (PCI:[device id]): 94, pid=[PIDNUM], Contained: CE User Channel ([NUM]xc). RST: No, D-RST: No",gpu,test,"['kernel:', 'NVRM:']","Xid (PCI:[device id]): 94, pid=[PIDNUM], Contained: CE User Channel ([NUM]xc). RST: No, D-RST: No"
Could not power down 240VA on power unit arg1 .,"voltage, current",train,['arg1'],Could not power down 240VA on power unit .
The disk drive bay arg1 voltage is greater than the upper critical threshold.,"voltage, current",test,"['voltage', 'threshold.']",The disk drive bay arg1 is greater than the upper critical
%1 Smart Array: Drive is failed: Port %2 Box %3Bay %4,storage,train,"['Drive', 'Port']",%1 Smart Array: is failed: %2 Box %3Bay %4
"mmfs: Error=MMFS_SYSTEM_UNMOUNT, ID=[ID], Tag=[ID]: Unrecoverable file system operation Status code 16. Volume gpfs.sr06",file system,train,"['mmfs:', 'gpfs.sr06']","Error=MMFS_SYSTEM_UNMOUNT, ID=[ID], Tag=[ID]: Unrecoverable file system operation Status code 16. Volume"
kernel: LustreError: LOG ID:(client.c:[kNUM]:ptlrpc_replay_interpret()) @@@ request replay timed out.#012 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens 488[path] e 13 to 1 dl [kNUM] ref 2 fl Interpret:EeX[path] rc [kNUM][path],file system,train,"['kernel:', 'LustreError:', '@@@']",LOG ID:(client.c:[kNUM]:ptlrpc_replay_interpret()) request replay timed out.#012 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens 488[path] e 13 to 1 dl [kNUM] ref 2 fl Interpret:EeX[path] rc [kNUM][path]
kernel: LustreError: LOG ID:(osc_request.c:[kNUM]:osc_brw_redo_request()) @@@ redo for recoverable error -30 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens 520[path] e 0 to 0 dl [kNUM] ref 2 fl Interpret:RM[path] rc -30[path],file system,test,"['kernel:', 'LustreError:', 'LOG']",ID:(osc_request.c:[kNUM]:osc_brw_redo_request()) @@@ redo for recoverable error -30 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens 520[path] e 0 to 0 dl [kNUM] ref 2 fl Interpret:RM[path] rc -30[path]
kernel: FAT-fs (sdb): invalid media value ([NUM]xb9),file system,train,['invalid'],kernel: FAT-fs (sdb): media value ([NUM]xb9)
Servers are turned off to allocate power to the newly inserted hard disk drives.,storage,test,"['drives.', 'power']",Servers are turned off to allocate to the newly inserted hard disk
kernel: LustreError: LOG ID:(mgc_request.c:599:do_requeue()) failed processing log: -5,file system,train,['LustreError:'],kernel: LOG ID:(mgc_request.c:599:do_requeue()) failed processing log: -5
mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.,file system,train,"['mmfs:', '[E]']",Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.
Chassis Management Controller (CMC) is unable to turn on the component arg1 - arg2 because of insufficient power.,power,train,['power.'],Chassis Management Controller (CMC) is unable to turn on the component arg1 - arg2 because of insufficient
The arg1 NVRAM has corrupt data.,storage,train,['data.'],The arg1 NVRAM has corrupt
"mmsysmon: [E] Event raised: A majority of the quorum nodes are not reachable over the management network Item=PC_QUORUM_NODES,ErrMsg='Ping CCR quorum nodes failed',Failed='[ip];[ip];[ip]'",file system,train,"['mmsysmon:', 'Event']","[E] raised: A majority of the quorum nodes are not reachable over the management network Item=PC_QUORUM_NODES,ErrMsg='Ping CCR quorum nodes failed',Failed='[ip];[ip];[ip]'"
The OS watchdog timer powered cycle the system.,os,train,['watchdog'],The OS timer powered cycle the system.
kernel: ipmi_si IPI[kNUM]:00: There appears to be no BMC at this location,"bmc, management module",train,"['ipmi_si', 'kernel:']",IPI[kNUM]:00: There appears to be no BMC at this location
"kernel: NVRM: API mismatch: the client has the version [version], but#012NVRM: this kernel module has the version [version] Please#012NVRM: make sure that this kernel module and all NVIDIA driver#012NVRM: components have the same version.","bios, firmware, driver",test,"['kernel:', 'API', 'NVIDIA']","NVRM: mismatch: the client has the version [version], but#012NVRM: this kernel module has the version [version] Please#012NVRM: make sure that this kernel module and all driver#012NVRM: components have the same version."
kernel: XFS (md[NUM]:) log I/O error -5,file system,test,['XFS'],kernel: (md[NUM]:) log I/O error -5
kernel: BUG: Bad page cache in process ptlrpcd_04_03 pfn:[kNUM],os,train,['kernel:'],BUG: Bad page cache in process ptlrpcd_04_03 pfn:[kNUM]
"smad: [ALERT ]: CRITICAL: Improperly seated or missing device (Standby fault, Riser 3)","bus, io module, pci",test,"['smad:', 'fault,']",[ALERT ]: CRITICAL: Improperly seated or missing device (Standby Riser 3)
A PCIe error has occurred.,"bus, io module, pci",train,['PCIe'],A error has occurred.
kernel: mlx5_core [device id]: poll_health:838:([PID]): Fatal error 1 detected,"bios, firmware, driver",train,['kernel:'],mlx5_core [device id]: poll_health:838:([PID]): Fatal error 1 detected
A fatal error was detected on a component at bus arg1 device arg2 function arg3 .,"bus, io module, pci",train,"['bus', 'component']",A fatal error was detected on a at arg1 device arg2 function arg3 .
"Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: VLT401, Message: Unable to read PS1 Voltage 1 sensor value.","voltage, current",train,"['Voltage', 'value.']","Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: VLT401, Message: Unable to read PS1 1 sensor"
mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.,file system,train,"['mmfs:', '[E]']",Close connection [ip] [sth NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.
"NVRM: Xid (PCI:0000:01:00): 74, pid=1674201, NVLink: Failed to train link 0 to remote PCI:0000:41:00",gpu,train,"['NVRM:', 'Xid']","(PCI:0000:01:00): 74, pid=1674201, NVLink: Failed to train link 0 to remote PCI:0000:41:00"
The mezzanine card arg1 is absent.,"bus, io module, pci",train,['card'],The mezzanine arg1 is absent.
"mmfs: [E] sdrServ: Communication [path] 134 (<none>)[path], [err 79] Can not access a needed shared library",file system,train,"['mmfs:', '[E]']","sdrServ: Communication [path] 134 (<none>)[path], [err 79] Can not access a needed shared library"
systemd: nv_peer_mem[SEC]service: Failed with result 'exit-code'.,service,train,['systemd:'],nv_peer_mem[SEC]service: Failed with result 'exit-code'.
kernel: LustreError: LOG ID:(osc_request.c:[kNUM]:osc_brw_redo_request()) @@@ redo for recoverable error -5 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens [kNUM][path] e 0 to 0 dl [kNUM] ref 2 fl Interpret:RM[path] rc -5[path],file system,train,"['kernel:', 'LustreError:', 'LOG']",ID:(osc_request.c:[kNUM]:osc_brw_redo_request()) @@@ redo for recoverable error -5 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens [kNUM][path] e 0 to 0 dl [kNUM] ref 2 fl Interpret:RM[path] rc -5[path]
mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]> (Broken pipe). Attempting reconnect.,file system,train,"['mmfs:', '[E]']",Close connection [ip] [sth NODE ID] <c0n[interface ID]> (Broken pipe). Attempting reconnect.
kernel: LustreError: LOG ID:(obd_mount.c:202:lustre_start_simple()) MGC[ip]@o2ib setup error -2,file system,test,['LOG'],kernel: LustreError: ID:(obd_mount.c:202:lustre_start_simple()) MGC[ip]@o2ib setup error -2
Intel DDR Memory interconnect arg1 has a non-recoverable issue.,memory,train,['DDR'],Intel Memory interconnect arg1 has a non-recoverable issue.
Unable to access the PSU arg1 FRU data.,power,train,['PSU'],Unable to access the arg1 FRU data.
collectl: Error 'connection by peer' writing to socket,nic,train,['collectl:'],Error 'connection by peer' writing to socket
kernel: LustreError: LOG ID:(mdc_locks.c:[kNUM]:mdc_intent_getattr_async_interpret()) ldlm_cli_enqueue_fini: -5,file system,train,['LOG'],kernel: LustreError: ID:(mdc_locks.c:[kNUM]:mdc_intent_getattr_async_interpret()) ldlm_cli_enqueue_fini: -5
Failed to boot from A.,storage,train,['boot'],Failed to from A.
An output under voltage fault detected on power supply arg1 .,"voltage, current",train,"['voltage', 'power']",An output under fault detected on supply arg1 .
mmsysmon: [E] Event raised: The node is not able to reach enough quorum nodes[path] to work properly.,file system,train,"['Event', 'mmsysmon:']",[E] raised: The node is not able to reach enough quorum nodes[path] to work properly.
Unable to turn on the server arg1 because the power requirement request exceeds the power cap value.,power,train,"['value.', 'power']",Unable to turn on the server arg1 because the requirement request exceeds the cap
Fan - The ( arg1 ) fan is running faster than expected.,fan,train,"['expected.', '-']",Fan The ( arg1 ) fan is running faster than
CEM Storage Management encountered internal error.,"bios, firmware, driver",train,['Storage'],CEM Management encountered internal error.
nv-fabricmanager: lost socket connection global and local fabric manager instance,"bios, firmware, driver",train,['nv-fabricmanager:'],lost socket connection global and local fabric manager instance
DIMM initialization error,memory,test,['DIMM'],initialization error
systemd: nvidia-persistenced.service: Processes still around after SIGKILL. Ignoring.,service,train,['systemd:'],nvidia-persistenced.service: Processes still around after SIGKILL. Ignoring.
"kernel: NVRM: Xid (PCI:[device id]): 80, pid=[PIDNUM], Channel ID [kNUM] intr0 [kNUM]",gpu,train,"['kernel:', 'NVRM:']","Xid (PCI:[device id]): 80, pid=[PIDNUM], Channel ID [kNUM] intr0 [kNUM]"
mmsysmon: [E] Event raised: The file system gpfs.sr06 was forced (forced) to unmount.,file system,test,"['Event', 'mmsysmon:']",[E] raised: The file system gpfs.sr06 was forced (forced) to unmount.
CPU arg1 arg2 voltage is outside of range.,"voltage, current",train,['voltage'],CPU arg1 arg2 is outside of range.
"Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: Unable to process the event: An OEM diagnostic event occurred. Date and time of event: Sat Apr 23 06:56:15 2022.","bios, firmware, driver",train,"['2022.', 'Server_Administrator:', 'diagnostic']","[NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: Unable to process the event: An OEM event occurred. Date and time of event: Sat Apr 23 06:56:15"
DMA controller failed.,board,train,['controller'],DMA failed.
kernel: XFS (md[NUM]:) Unable to update superblock counters. Freespace may not be correct [path] mount.,file system,train,"['kernel:', 'XFS']",(md[NUM]:) Unable to update superblock counters. Freespace may not be correct [path] mount.
"NVRM: Xid (PCI:0000:84:00): 48, pid=13803, An uncorrectable ECC error has been detected on GPU in GPC6 GCC",gpu,train,"['NVRM:', 'Xid']","(PCI:0000:84:00): 48, pid=13803, An uncorrectable ECC error has been detected on GPU in GPC6 GCC"
An output under current fault detected on power supply arg1 .,"voltage, current",train,"['power', 'current']",An output under fault detected on supply arg1 .
Uncorrectable Machine Check Exception detected on CPU arg1 .,cpu,train,['CPU'],Uncorrectable Machine Check Exception detected on arg1 .
The system is halted because of insufficient power.,power,train,['power.'],The system is halted because of insufficient
