text,class,label,train/test,top_attention_words,masked_text_attention
The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 is unable to restore the data that was saved in the previous save operation.,memory,0,train,"['is', 'The', 'unable']",Non-Volatile Dual In-line Memory Module (NVDIMM) device in slot arg1 to restore data that was saved in previous save operation.
gdm: Child process -25089 was already dead.,os,0,train,['was'],gdm: Child process -25089 already dead.
System BIOS has halted due to Non-Maskable Interrupt (NMI).,"bios, firmware, driver",0,train,['has'],System BIOS halted due to Non-Maskable Interrupt (NMI).
A PCIe link training failure is observed in arg1 and the link is disabled. The system has halted.,"bus, io module, pci",0,train,"['A', 'and']",PCIe link training failure is observed in arg1 the link is disabled. The system has halted.
"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: PSU0908, Message: Power lost [path] unit PS1 Status.",power,0,train,"['lost', 'Server_Administrator:']","[NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: PSU0908, Message: Power [path] unit PS1 Status."
"System Fan Removed (Fan %1, Location %2)",fan,0,test,['Removed'],"System Fan (Fan %1, Location %2)"
nv-fabricmanager: a fatal error occurred [path] port(s) 10 11 32 33 [path] physical id: 11 pci bus id: 00000000:AC:00.0 and requires corresponding ports reset to recover.,switch,0,train,"['occurred', 'and', 'requires']",nv-fabricmanager: a fatal error [path] port(s) 10 11 32 33 [path] physical id: 11 pci bus id: 00000000:AC:00.0 corresponding ports reset to recover.
The arg1 battery is absent.,battery,0,train,['The'],arg1 battery is absent.
Drive arg1 is in the failed array.,storage,0,train,['is'],Drive arg1 in the failed array.
Slot %1 Drive Array Controller - Memory Error(s)Occurred during controller cache self-test,storage,0,train,"['cache', 'during']",Slot %1 Drive Array Controller - Memory Error(s)Occurred controller self-test
A bus time-out was detected on a component at slot arg1 .,"bus, io module, pci",0,train,"['was', 'detected']",A bus time-out on a component at slot arg1 .
kernel: LustreError: LOG ID:(file.c:[kNUM]:ll_inode_revalidate_fini()) lscr21: revalidate FID [0x[kNUM]:[ADDR]:[ADDR]] error: rc = -4,file system,0,train,"['kernel:', '=']",LustreError: LOG ID:(file.c:[kNUM]:ll_inode_revalidate_fini()) lscr21: revalidate FID [0x[kNUM]:[ADDR]:[ADDR]] error: rc -4
kernel: mlx5_core [device id]: Event logged [IO_PAGE_FAULT domain=0x[kNUM] address=[ADDR] flags=0x[kNUM]],switch,0,test,['kernel:'],mlx5_core [device id]: Event logged [IO_PAGE_FAULT domain=0x[kNUM] address=[ADDR] flags=0x[kNUM]]
mmsysmon: [E] Event raised: Found stale mounts for gpfs.sr06,file system,0,train,['mounts'],mmsysmon: [E] Event raised: Found stale for gpfs.sr06
Failed to boot.,os,0,train,['Failed'],to boot.
SuperIO failed.,"bios, firmware, driver",0,train,['failed.'],SuperIO
The peripheral sled in slot arg1 initialization is not complete.,storage,0,train,['The'],peripheral sled in slot arg1 initialization is not complete.
kernel: LustreError: LOG ID:(mdc_request.c:667:mdc_replay_open()) @@@ Can't properly replay without open data. req@[ID] x[ID][path]([NUM]) o[kNUM]>lsr05-MDT[kNUM]mdc-[ID]@[ip]@o2ib:12[path] lens 592[path] e 0 to 0 dl [kNUM] ref 3 fl Interpret:RP[path] rc 301[path],file system,0,train,"['kernel:', 'fl', ""Can't""]",LustreError: LOG ID:(mdc_request.c:667:mdc_replay_open()) @@@ properly replay without open data. req@[ID] x[ID][path]([NUM]) o[kNUM]>lsr05-MDT[kNUM]mdc-[ID]@[ip]@o2ib:12[path] lens 592[path] e 0 to 0 dl [kNUM] ref 3 Interpret:RP[path] rc 301[path]
Fan arg1 is disabled.,fan,0,train,['Fan'],arg1 is disabled.
kernel: NVRM: The NVIDIA probe routine was not called for 8 device(s).,"bios, firmware, driver",0,train,"['was', 'not']",kernel: NVRM: The NVIDIA probe routine called for 8 device(s).
Drive array error,storage,0,train,['error'],Drive array
"kernel: Buffer I/O error on dev nvme1n1, logical block 0, async page read",storage,0,test,"['error', 'kernel:']","Buffer I/O on dev nvme1n1, logical block 0, async page read"
The storage adapter is absent.,board,0,train,['is'],The storage adapter absent.
The NVRAM has corrupted data on arg1 .,storage,0,train,['The'],NVRAM has corrupted data on arg1 .
"NVDIMM Error: Processor %1, DIMM %2.NVDIMM set for interleaving disabled but systemconfigured for interleaving enabled. AllNVDIMMs on Processor %3 are disabled.",memory,0,train,"['are', 'but']","NVDIMM Error: Processor %1, DIMM %2.NVDIMM set for interleaving disabled systemconfigured for interleaving enabled. AllNVDIMMs on Processor %3 disabled."
Backplane arg1 arg2 cable is disconnected.,board,0,train,['is'],Backplane arg1 arg2 cable disconnected.
mmsysmon: [E] Event raised: The local file system with the mount point / used for [path] reached a nearly exhausted level with under [NUM] MB free space.,file system,0,test,"['raised:', 'under', 'with']",mmsysmon: [E] Event The local file system the mount point / used for [path] reached a nearly exhausted level [NUM] MB free space.
Slot %1 Smart Array - Controller failure. %2,storage,0,train,['failure.'],Slot %1 Smart Array - Controller %2
mmsysmon: [E] Event raised: Found stale mounts for gpfs.ml3,file system,0,train,['mounts'],mmsysmon: [E] Event raised: Found stale for gpfs.ml3
mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]>:[0] (Connection by peer). Attempting reconnect.,file system,0,train,"['mmfs:', 'Attempting']",[E] Close connection [ip] [sth NODE ID] <c0n[interface ID]>:[0] (Connection by peer). reconnect.
Lost data in the write back cache,storage,0,train,['Lost'],data in the write back cache
Chassis Management Controller (CMC) is unable to allocate power to one or more PCIe adapters in the Chassis Infrastructure component.,power,0,train,"['is', 'unable']",Chassis Management Controller (CMC) to allocate power to one or more PCIe adapters in the Chassis Infrastructure component.
kernel: acpi PNP[kNUM]:00: _OSC: platform does not support [SHPCHotplug AER LTR DPC],"bios, firmware, driver",0,test,"['does', 'not']",kernel: acpi PNP[kNUM]:00: _OSC: platform support [SHPCHotplug AER LTR DPC]
Slot %1 Smart Array: Storage enclosure problemdetected: %2. %3,storage,0,train,['enclosure'],Slot %1 Smart Array: Storage problemdetected: %2. %3
The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 is not responding.,memory,0,train,"['is', 'The']",Non-Volatile Dual In-line Memory Module (NVDIMM) device in slot arg1 not responding.
kernel: [PID](gpu_burn) over core_pipe_limit,"resource management, scheduler",0,train,['kernel:'],[PID](gpu_burn) over core_pipe_limit
"kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_check_txs_locked()) Timed out tx: active_txs, [SEC] seconds",file system,0,train,['kernel:'],"LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_check_txs_locked()) Timed out tx: active_txs, [SEC] seconds"
grub2-set-bootflag: Error canonicalizing [path] filename: No such file or directory,os,0,train,['No'],grub2-set-bootflag: Error canonicalizing [path] filename: such file or directory
kernel: LustreError: [kNUM]: lscr21-OST[kNUM]osc-[ID]: operation to node [ip]@o2ib[eth ID] failed: rc = -16,file system,0,train,"['kernel:', 'failed:']",LustreError: [kNUM]: lscr21-OST[kNUM]osc-[ID]: operation to node [ip]@o2ib[eth ID] rc = -16
kernel: Kernel panic - not syncing: RCU Stall,cpu,0,train,['not'],kernel: Kernel panic - syncing: RCU Stall
Unable to turn on the sled in the sled slot arg1 because of insufficient power.,power,0,train,"['Unable', 'in']",to turn on the sled the sled slot arg1 because of insufficient power.
"NVRM: Xid (PCI:0000:c9:00): 45, pid=2364065, Ch 0000000e",gpu,0,train,"['45,']","NVRM: Xid (PCI:0000:c9:00): pid=2364065, Ch 0000000e"
mmfs: [E] VERBS RDMA closed connection [ip] ([sth NODE ID]) [path] port [NUM] fabnum [NUM] index [IDX]0 [cookie ID] RDMA send error IBV_WC_RETRY_EXC_ERR,file system,0,train,"['closed', 'error', 'mmfs:']",[E] VERBS RDMA connection [ip] ([sth NODE ID]) [path] port [NUM] fabnum [NUM] index [IDX]0 [cookie ID] RDMA send IBV_WC_RETRY_EXC_ERR
"kernel: LustreError: LOG ID:(mgc_request.c:249:do_config_log_add()) MGC[ip]@o2ib: failed processing log, type 1: rc = -5",file system,0,train,"['kernel:', 'failed']","LustreError: LOG ID:(mgc_request.c:249:do_config_log_add()) MGC[ip]@o2ib: processing log, type 1: rc = -5"
kernel: LustreError: LOG ID:(vvp_io.c:[kNUM]:vvp_io_init()) lsr05: refresh file layout [0x[kNUM]:0x[kNUM]:[ADDR]] error -4.,file system,0,train,"['error', 'kernel:']",LustreError: LOG ID:(vvp_io.c:[kNUM]:vvp_io_init()) lsr05: refresh file layout [0x[kNUM]:0x[kNUM]:[ADDR]] -4.
kernel: NVSwitch: assertion,switch,0,train,['kernel:'],NVSwitch: assertion
"The memory Built-In Self-test (BIST) has detected one or more errors on the DIMM installed on memory slot: arg1 . As a result, the corresponding DIMM has been disabled.",memory,0,train,"['The', 'errors', 'has']","memory Built-In Self-test (BIST) detected one or more on DIMM installed on memory slot: arg1 . As a result, corresponding DIMM been disabled."
"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_GCC faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_READ",gpu,0,test,"['kernel:', 'Fault:', 'is']","NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU ENGINE GRAPHICS GPCCLIENT_GCC faulted @ 0x[kNUM]_[kNUM] Fault of type FAULT_PDE access_TYPE_VIRT_READ"
"Fan failure (Fan %1, Location %2)",fan,0,train,['failure'],"Fan (Fan %1, Location %2)"
Power state change failed on arg1 . (from arg2 to arg3 ),power,0,train,"['failed', 'on']",Power state change arg1 . (from arg2 to arg3 )
Chassis intrusion sensor may have failed.,board,0,train,['intrusion'],Chassis sensor may have failed.
The storage battery has failed.,battery,0,train,['has'],The storage battery failed.
Unable to initialize iDRAC because of some critical issues.,"bmc, management module",0,test,['to'],Unable initialize iDRAC because of some critical issues.
"dracut: dracut module 'resume' will not be installed, because it's in the list to be omitted!",os,0,test,"['not', 'will']","dracut: dracut module 'resume' be installed, because it's in the list to be omitted!"
The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 cannot be configured to save data during a power loss because of an issue in the NVDIMM.,memory,0,train,"['cannot', 'The', 'device']",Non-Volatile Dual In-line Memory Module (NVDIMM) in slot arg1 be configured to save data during a power loss because of an issue in NVDIMM.
"systemd: nv_peer_mem[SEC]service: Control process exited, code=exited status=1",service,0,train,['systemd:'],"nv_peer_mem[SEC]service: Control process exited, code=exited status=1"
A soft shut-down initiated by platform event filter.,os,0,train,['A'],soft shut-down initiated by platform event filter.
The Power Supply Unit (PSU) arg1 is turned off because it is not compatible with the other PSUs used in the Chassis.,power,0,train,"['The', 'is']",Power Supply Unit (PSU) arg1 turned off because it not compatible with other PSUs used in Chassis.
kernel: NVRM: GPU [device id]: Device is currently unavailable,gpu,0,test,['is'],kernel: NVRM: GPU [device id]: Device currently unavailable
A CMOS battery loss is detected resulting in an invalid BIOS configuration.,battery,0,train,"['is', 'A']",CMOS battery loss detected resulting in an invalid BIOS configuration.
The system board battery has failed.,battery,0,train,['has'],The system board battery failed.
Temperature exceeded on PCIe disk %1.,"bus, io module, pci",0,train,['Temperature'],exceeded on PCIe disk %1.
CPU bus parity error detected.,cpu,0,test,['detected.'],CPU bus parity error
mmfs: [E] VERBS RDMA closed connection [ip] ([sth NODE ID]) [path] port [NUM] fabnum [NUM] sl 0 index [IDX]0 [cookie ID] error 733,file system,0,test,"['mmfs:', 'closed', 'error']",[E] VERBS RDMA connection [ip] ([sth NODE ID]) [path] port [NUM] fabnum [NUM] sl 0 index [IDX]0 [cookie ID] 733
"openib[eth ID]: Module ib_umad belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",0,test,"['belong', 'ID]:']","openib[eth Module ib_umad to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
pulseaudio: E: [pulseaudio] module-protocol-stub.c: Failed to create socket directory '[path]': no space left on device,file system,0,train,"['Failed', 'directory']",pulseaudio: E: [pulseaudio] module-protocol-stub.c: to create socket '[path]': no space left on device
Memory Channel Error,memory,0,train,['Memory'],Channel Error
"NVRM: Xid (PCI:0000:88:00): 79, pid=0, GPU has fallen off the bus.",gpu,0,test,"['has', 'fallen']","NVRM: Xid (PCI:0000:88:00): 79, pid=0, GPU off the bus."
"The Dual Inline Memory Module (DIMM) in the memory slot arg1 is disabled because of initialization errors caused by uncorrectable memory errors, invalid configuration, and others.",memory,0,train,"['is', 'The', 'disabled']","Dual Inline Memory Module (DIMM) in memory slot arg1 because of initialization errors caused by uncorrectable memory errors, invalid configuration, and others."
A fabric mismatch detected for mezzanine card arg1 .,"bus, io module, pci",0,train,['mismatch'],A fabric detected for mezzanine card arg1 .
NVDIMM sanitization error,memory,0,test,['error'],NVDIMM sanitization
The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 has reached the end of supported life duration and is placed in write-protect mode.,memory,0,train,"['The', 'has', 'device']",Non-Volatile Dual In-line Memory Module (NVDIMM) in slot arg1 reached end of supported life duration and is placed in write-protect mode.
systemd: LSF.mount: Failed with result 'timeout'.,service,0,test,['Failed'],systemd: LSF.mount: with result 'timeout'.
fsnotifier: inotify_add_watch([path][eth ID][path]): no space left on device,file system,0,test,['no'],fsnotifier: inotify_add_watch([path][eth ID][path]): space left on device
"systemd: nvidia-persistenced.service: Control process exited, code=exited status=([NUM])",service,0,train,['systemd:'],"nvidia-persistenced.service: Control process exited, code=exited status=([NUM])"
"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS UNRECOGNIZED_CLIENT faulted @ [ADDR]_[kNUM] Fault is of type UNRECOGNIZED_FAULT UNRECOGNIZED_ access_TYPE",gpu,0,train,"['is', 'kernel:', 'Fault:']","NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU ENGINE GRAPHICS UNRECOGNIZED_CLIENT faulted @ [ADDR]_[kNUM] Fault of type UNRECOGNIZED_FAULT UNRECOGNIZED_ access_TYPE"
"mmfs: [X] File System gpfs.sr06 unmounted by the system with return code 218, reason 0, at line 1226 in [path]",file system,0,train,"['with', 'File']","mmfs: [X] System gpfs.sr06 unmounted by the system return code 218, reason 0, at line 1226 in [path]"
"kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_check_conns()) Timed out RDMA with [ip]@o2ib[eth ID] ([NUM]:) c: 0, oc: 0, rc: 8",file system,0,test,"['kernel:', 'with']","LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_check_conns()) Timed out RDMA [ip]@o2ib[eth ID] ([NUM]:) c: 0, oc: 0, rc: 8"
The LAN is disconnected.,nic,0,train,['is'],The LAN disconnected.
"Memory is configured, but not usable.",memory,0,train,['is'],"Memory configured, but not usable."
